Parameters:,Emissivity:,1.00 
,Refl. temp.:,5.0 °C
,Distance:,0.0 m
,Atmospheric temp.:,20.0 °C
,Ext. optics temp.:,20.0 °C
,Ext. optics trans.:,1.0 
,Relative humidity:,0.0 %
,
Bx1

Parameters:,Emissivity:,1.00 
,Refl. temp.:,5.0 °C
,Distance:,0.0 m
,
Frame 1,213.923,215.023,215.896,216.751,217.383,217.794,218.392,219.194,219.774,220.150,220.729,221.307,221.681,221.837,222.257,222.319,222.303,222.288,222.335,222.086,221.759,221.353
,218.329,218.487,218.628,218.754,219.288,219.618,219.743,220.056,220.260,220.682,221.244,221.712,222.195,222.397,222.459,222.568,222.661,222.568,222.645,222.537,222.148,221.696
,219.225,219.225,219.429,219.476,219.665,219.962,220.056,220.150,220.494,221.104,221.572,222.008,222.288,222.552,222.739,222.754,222.677,222.677,222.677,222.677,222.350,221.868
,219.649,219.649,219.900,219.900,219.994,220.244,220.385,220.385,220.932,221.447,221.868,222.319,222.428,222.661,222.801,222.801,222.801,222.801,222.801,222.677,222.335,221.852
,219.947,219.978,219.994,219.994,220.197,220.322,220.526,220.776,221.041,221.587,222.148,222.412,222.459,222.692,222.941,222.692,222.739,222.739,222.537,222.443,222.039,221.556
,220.009,220.009,220.009,220.009,220.197,220.354,220.557,220.604,220.916,221.603,221.868,222.148,222.303,222.568,222.552,222.537,222.428,222.210,222.148,221.914,221.712,220.885
,220.009,220.009,220.213,220.229,220.354,220.275,220.416,220.401,220.776,221.010,221.213,221.634,221.728,221.837,221.930,221.914,221.899,221.447,221.026,220.807,220.526,220.025
,219.837,219.978,219.915,220.072,219.978,220.119,220.041,219.978,219.978,219.931,220.260,220.510,220.526,220.260,220.182,219.790,219.743,219.320,218.880,218.644,218.408,217.857
,218.801,218.958,219.068,218.833,218.738,218.691,218.565,218.377,218.172,217.857,217.589,217.131,216.688,215.912,215.229,214.290,212.901,210.925,208.922,208.159,208.419,208.451,

Frame 2,213.732,214.816,215.849,216.656,217.447,218.014,218.565,219.178,219.633,220.072,220.713,221.151,221.681,222.023,222.195,222.163,222.350,222.319,222.288,222.117,221.852,221.494
,218.377,218.644,218.691,218.927,219.147,219.571,219.790,219.978,220.322,220.666,221.104,221.556,221.946,222.319,222.521,222.459,222.661,222.537,222.412,222.397,222.101,221.712
,219.068,219.351,219.523,219.461,219.602,219.915,220.229,220.338,220.448,221.182,221.728,221.883,222.272,222.645,222.630,222.568,222.661,222.723,222.568,222.661,222.335,221.712
,219.508,219.821,220.009,219.727,220.056,220.182,220.150,220.275,220.807,221.572,221.790,222.101,222.397,222.630,222.630,222.832,222.754,222.692,222.614,222.599,222.101,221.696
,219.931,219.853,220.119,220.072,220.197,220.213,220.448,220.682,220.979,221.665,222.023,222.226,222.521,222.645,222.910,222.723,222.583,222.630,222.630,222.226,221.977,221.572
,219.962,220.150,220.150,219.962,220.291,220.354,220.573,220.401,220.791,221.447,221.805,222.210,222.335,222.459,222.708,222.583,222.381,222.272,222.070,221.946,221.618,221.119
,220.166,220.197,220.338,220.182,220.322,220.416,220.479,220.291,220.573,220.979,221.353,221.774,221.914,221.852,221.899,221.961,221.618,221.478,221.338,221.197,220.651,220.244
,219.900,220.025,220.150,219.978,220.119,220.103,219.947,219.915,220.009,219.947,220.041,220.573,220.541,220.338,220.229,219.978,219.586,219.178,218.974,218.707,218.581,218.109
,218.675,219.115,219.005,218.958,218.723,218.738,218.439,218.282,218.203,218.030,217.794,217.257,216.736,215.912,215.293,214.179,212.837,211.054,209.035,208.256,208.305,208.289,

Frame 3,213.588,214.959,215.801,216.830,217.636,218.014,218.581,219.335,219.727,220.322,220.916,221.307,221.696,221.883,222.241,222.350,222.506,222.459,222.350,222.117,221.868,221.665
,218.329,218.502,218.660,219.005,219.320,219.618,219.962,220.166,220.526,220.870,221.322,221.992,222.132,222.412,222.552,222.630,222.614,222.677,222.521,222.443,221.946,221.728
,219.272,219.398,219.523,219.445,219.727,220.229,220.354,220.448,220.823,221.369,221.805,222.101,222.443,222.552,222.754,222.677,222.677,222.677,222.677,222.677,222.148,221.696
,219.539,219.868,219.868,219.806,220.135,220.354,220.557,220.573,221.244,221.665,221.930,222.226,222.366,222.708,222.754,222.956,222.894,222.832,222.770,222.614,221.977,221.696
,219.900,219.915,219.915,220.009,220.229,220.369,220.510,220.682,221.151,221.587,222.070,222.319,222.583,222.723,222.832,222.910,222.708,222.754,222.677,222.381,221.868,221.400
,220.072,220.072,220.072,220.275,220.213,220.369,220.526,220.698,220.963,221.416,221.914,222.381,222.397,222.568,222.692,222.552,222.537,222.412,222.179,221.946,221.541,220.963
,220.307,220.056,220.307,220.338,220.322,220.494,220.448,220.448,220.745,221.026,221.353,221.883,222.008,222.008,221.946,222.023,221.868,221.525,221.385,221.041,220.620,220.322
,219.884,219.915,220.150,220.041,220.150,220.103,220.166,220.072,220.009,220.182,220.307,220.698,220.479,220.260,220.244,219.821,219.539,219.445,219.147,218.644,218.345,218.062
,218.723,218.864,218.911,218.801,218.943,218.817,218.550,218.361,218.408,218.172,217.683,217.305,216.783,216.007,215.293,214.147,212.965,211.038,209.230,208.240,208.500,208.467,

Frame 4,213.700,214.991,215.801,216.593,217.368,217.920,218.660,219.178,219.680,220.213,220.682,221.260,221.572,222.039,222.101,222.226,222.381,222.257,222.226,222.070,221.696,221.338
,218.439,218.502,218.550,218.785,219.021,219.241,219.790,220.260,220.463,220.932,221.338,221.805,222.195,222.319,222.319,222.397,222.801,222.645,222.723,222.475,222.008,221.759
,219.272,219.367,219.335,219.523,219.508,219.900,220.338,220.322,220.870,221.416,221.899,222.070,222.288,222.475,222.614,222.630,222.801,222.894,222.816,222.568,222.303,221.774
,219.665,219.821,219.821,219.837,220.056,220.432,220.369,220.416,221.026,221.743,221.821,222.195,222.397,222.381,222.677,222.739,222.816,222.816,222.816,222.568,222.070,221.852
,219.947,219.962,219.900,220.166,220.088,220.369,220.573,220.807,221.197,221.634,221.992,222.319,222.210,222.490,222.692,222.692,222.692,222.692,222.692,222.366,222.148,221.494
,219.994,219.994,219.994,220.369,220.322,220.479,220.682,220.713,220.901,221.416,221.852,222.117,222.319,222.583,222.630,222.428,222.475,222.117,222.163,221.992,221.587,220.979
,220.088,220.088,220.291,220.213,220.322,220.479,220.416,220.557,220.604,221.088,221.400,221.728,221.992,221.868,221.759,221.821,221.696,221.353,221.229,221.041,220.745,220.229
,219.743,220.072,220.009,219.931,220.103,220.260,220.182,220.119,220.072,220.103,220.150,220.401,220.338,220.119,219.915,219.696,219.476,219.257,219.037,218.613,218.298,218.046
,218.723,218.896,218.974,218.707,218.801,218.785,218.408,218.235,218.266,218.125,217.652,217.383,216.672,216.055,215.436,214.593,212.965,210.893,209.213,208.354,208.532,208.467,

Frame 5,213.732,214.704,215.547,216.577,217.383,217.967,218.534,219.084,219.665,220.166,220.666,221.166,221.463,221.821,222.055,222.132,222.210,222.288,222.303,222.195,221.696,221.338
,218.329,218.439,218.534,218.817,219.100,219.178,219.743,220.103,220.541,220.823,221.307,221.587,221.883,222.195,222.397,222.319,222.645,222.568,222.677,222.521,221.977,221.572
,219.367,219.445,219.461,219.539,219.618,219.962,220.182,220.494,220.854,221.182,221.634,221.961,222.303,222.443,222.661,222.770,222.801,222.723,222.739,222.723,222.366,221.556
,219.696,219.837,219.774,219.915,219.931,220.275,220.401,220.416,220.979,221.494,221.556,222.101,222.226,222.381,222.816,222.847,222.847,222.847,222.847,222.723,222.319,221.572
,220.088,219.900,220.103,220.119,220.150,220.385,220.620,220.870,221.322,221.712,221.961,222.195,222.241,222.397,222.801,222.801,222.801,222.801,222.599,222.490,221.899,221.478
,220.072,220.072,220.072,220.275,220.307,220.494,220.526,220.588,221.073,221.494,221.774,222.039,222.210,222.179,222.412,222.459,222.303,222.272,222.008,221.774,221.541,221.057
,220.229,220.182,220.229,220.322,220.182,220.369,220.448,220.369,220.698,221.166,221.494,221.603,221.774,221.914,221.946,221.946,221.681,221.463,221.369,221.088,220.807,220.166
,219.915,219.978,220.088,219.931,219.962,219.947,220.088,220.009,220.182,220.150,220.166,220.166,220.135,220.041,220.025,219.743,219.696,219.382,219.100,218.644,218.550,218.046
,218.943,219.100,218.990,218.896,219.005,218.691,218.487,218.314,218.251,217.999,217.557,217.289,216.815,216.134,215.420,214.481,212.997,210.909,209.003,208.305,208.467,208.549,

Frame 6,213.652,214.848,215.658,216.656,217.431,217.983,218.314,219.037,219.774,220.229,220.682,221.213,221.587,221.837,222.241,222.335,222.257,222.179,222.257,222.148,221.899,221.447
,218.408,218.660,218.691,218.911,219.115,219.257,219.696,220.072,220.479,220.838,221.275,221.681,222.163,222.319,222.506,222.645,222.708,222.583,222.677,222.506,221.992,221.525
,219.429,219.304,219.335,219.492,219.445,219.743,220.244,220.401,220.791,221.353,221.712,222.039,222.288,222.443,222.630,222.630,222.801,222.723,222.614,222.443,222.241,221.743
,219.868,219.915,219.947,219.821,219.978,220.135,220.369,220.526,220.791,221.291,221.650,222.179,222.412,222.568,222.847,222.847,222.863,222.708,222.614,222.443,222.039,221.821
,219.994,219.994,219.994,219.994,219.994,220.338,220.666,220.760,221.088,221.603,222.055,222.117,222.366,222.537,222.770,222.770,222.770,222.568,222.552,222.226,221.930,221.509
,219.884,219.962,219.962,220.166,220.182,220.463,220.479,220.666,221.073,221.525,221.930,222.086,222.148,222.397,222.443,222.521,222.303,222.288,222.070,221.946,221.400,220.948
,219.994,219.931,220.213,220.229,220.307,220.479,220.557,220.479,220.760,221.073,221.338,221.743,221.696,221.961,221.868,221.899,221.618,221.369,221.213,220.948,220.557,220.291
,219.806,219.900,219.915,220.009,219.978,220.166,220.119,220.009,220.135,220.135,220.088,220.135,220.244,220.213,220.260,220.009,219.665,219.320,218.958,218.597,218.439,217.999
,218.707,219.068,218.958,218.911,218.864,218.675,218.377,218.314,218.361,218.219,217.668,217.226,216.830,216.055,215.595,214.402,213.109,211.167,209.197,208.256,208.565,208.597,

Frame 7,213.876,214.864,215.674,216.672,217.447,217.999,218.534,219.320,219.633,220.135,220.635,221.338,221.634,221.837,222.272,222.350,222.272,222.163,222.257,222.101,221.837,221.400
,218.219,218.518,218.597,218.864,219.115,219.367,219.712,220.103,220.541,220.791,221.385,221.977,222.226,222.272,222.490,222.599,222.614,222.475,222.568,222.537,221.992,221.681
,219.288,219.367,219.555,219.774,219.790,219.790,220.088,220.416,220.854,221.447,221.759,222.101,222.241,222.537,222.645,222.661,222.801,222.847,222.770,222.677,222.179,221.805
,219.649,219.821,219.947,219.962,220.103,220.275,220.401,220.541,221.041,221.353,221.681,222.241,222.366,222.661,222.677,222.925,222.941,222.878,222.770,222.614,222.163,221.852
,219.915,220.041,220.056,220.056,220.135,220.307,220.432,220.776,221.166,221.478,222.070,222.319,222.599,222.878,222.878,222.754,222.832,222.630,222.708,222.568,222.117,221.603
,220.041,220.056,220.056,220.260,220.260,220.432,220.557,220.698,221.119,221.525,221.837,221.930,222.257,222.537,222.739,222.521,222.397,222.179,222.257,221.930,221.743,221.213
,220.041,220.041,220.244,220.275,220.338,220.244,220.416,220.604,220.823,221.073,221.385,221.603,221.774,221.883,221.774,221.759,221.743,221.463,221.151,220.948,220.573,220.244
,219.696,219.821,220.009,219.900,220.025,220.150,220.135,219.947,220.135,220.135,220.197,220.354,220.260,220.135,220.041,219.821,219.743,219.351,218.958,218.565,218.361,218.014
,218.848,219.100,219.131,219.053,218.896,218.675,218.392,218.392,218.203,218.203,217.715,217.289,216.799,216.086,215.579,214.434,213.077,211.119,209.132,208.386,208.467,208.695,

