Parameters:,Emissivity:,1.00 
,Refl. temp.:,5.0 °C
,Distance:,0.0 m
,Atmospheric temp.:,20.0 °C
,Ext. optics temp.:,20.0 °C
,Ext. optics trans.:,1.0 
,Relative humidity:,0.0 %
,
Bx1

Parameters:,Emissivity:,1.00 
,Refl. temp.:,5.0 °C
,Distance:,0.0 m
,
,74.721,74.789,74.789,74.789,74.837,74.876,74.876,74.876,74.876,74.876,74.770,74.808,74.847,74.741,74.779,74.818,74.750,74.789,74.721,74.615,74.499,74.489,74.431,74.372,74.207,74.042,73.916,73.721
,74.479,74.566,74.605,74.644,74.731,74.702,74.634,74.673,74.605,74.595,74.586,74.547,74.469,74.402,74.343,74.363,74.295,74.314,74.217,74.013,73.945,73.925,73.935,73.945,73.848,73.213,72.458,71.807
,73.584,74.081,74.237,74.353,74.343,74.314,74.149,74.159,74.091,73.994,73.896,73.867,73.750,73.418,73.301,73.360,73.135,72.762,72.310,71.748,71.402,71.422,71.778,71.926,71.659,69.908,67.157,65.141,

Frame 6,61.537,63.294,65.037,66.769,68.378,69.868,71.025,71.857,72.674,73.164,73.643,74.003,74.139,74.266,74.557,74.683,74.721,74.712,74.808,74.828,74.799,74.799,74.799,74.692,74.654,74.654,74.537,74.528
,71.936,72.517,72.978,73.428,73.760,73.974,74.159,74.266,74.402,74.528,74.654,74.808,74.828,74.847,74.857,74.886,74.954,74.944,74.973,74.934,74.867,74.828,74.799,74.808,74.837,74.779,74.663,74.595
,74.314,74.334,74.450,74.557,74.712,74.702,74.828,74.847,74.750,74.760,74.915,74.925,74.896,74.867,74.973,74.973,74.983,74.983,74.983,74.983,74.867,74.973,74.915,74.886,74.925,74.954,74.828,74.644
,74.750,74.750,74.750,74.808,74.818,74.808,74.837,74.808,74.876,74.876,74.925,74.925,74.925,74.925,75.031,75.002,75.002,75.002,75.002,75.002,74.973,74.963,74.934,74.934,74.934,75.040,75.011,74.712
,74.731,74.837,74.837,74.837,74.837,74.837,74.837,74.944,74.837,74.944,74.905,74.905,75.011,75.011,75.031,75.031,75.031,75.031,74.925,74.963,74.963,74.963,74.857,74.789,74.741,74.867,74.973,74.586
,74.779,74.818,74.818,74.818,74.925,74.886,74.925,74.944,74.876,74.925,74.925,74.925,74.925,74.925,74.925,75.031,75.031,74.925,74.925,74.925,74.925,74.925,74.857,74.702,74.654,74.595,74.595,74.557
,74.779,74.779,74.886,74.896,74.925,74.925,74.818,74.828,74.828,74.925,74.925,74.925,74.925,74.925,74.925,74.925,74.925,74.818,74.857,74.896,74.789,74.779,74.721,74.702,74.508,74.402,74.440,74.324
,74.692,74.741,74.741,74.789,74.857,74.857,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.712,74.750,74.789,74.789,74.789,74.750,74.576,74.605,74.499,74.499,74.489,74.217,74.003,73.828,73.721
,74.460,74.654,74.586,74.586,74.673,74.605,74.634,74.663,74.586,74.615,74.537,74.460,74.450,74.382,74.324,74.363,74.256,74.256,74.139,73.964,73.877,73.916,73.916,74.013,73.692,73.252,72.478,71.837
,73.672,74.091,74.343,74.392,74.363,74.246,74.169,74.188,74.130,74.042,73.916,73.857,73.731,73.496,73.330,73.291,73.037,72.851,72.428,71.778,71.412,71.352,71.817,72.005,71.659,69.998,67.137,65.120,

Frame 7,61.612,63.378,65.016,66.871,68.378,69.768,70.935,71.877,72.595,73.194,73.575,73.945,74.091,74.334,74.528,74.654,74.692,74.673,74.731,74.828,74.837,74.789,74.750,74.712,74.673,74.625,74.566,74.528
,71.965,72.448,73.027,73.487,73.721,73.945,74.159,74.256,74.392,74.518,74.644,74.799,74.799,74.799,74.905,74.963,74.925,74.905,74.973,74.983,74.944,74.857,74.886,74.808,74.731,74.731,74.683,74.586
,74.275,74.402,74.421,74.576,74.663,74.644,74.750,74.750,74.750,74.741,74.915,74.934,74.886,74.876,74.973,74.992,74.992,74.992,74.992,74.992,74.886,74.944,74.886,74.905,74.837,75.002,74.789,74.673
,74.789,74.741,74.828,74.818,74.818,74.799,74.799,74.799,74.799,74.847,74.915,74.915,74.915,75.021,75.021,75.021,75.021,75.021,75.021,74.915,74.992,74.983,74.944,74.876,74.886,75.060,75.031,74.683
,74.779,74.779,74.818,74.818,74.818,74.818,74.818,74.818,74.925,74.934,74.934,74.934,75.040,75.040,75.040,75.040,75.040,75.040,74.934,74.925,74.983,74.876,74.867,74.867,74.808,74.876,74.973,74.663
,74.789,74.789,74.896,74.857,74.857,74.857,74.857,74.857,74.857,74.934,74.934,74.934,74.934,74.934,74.934,75.040,75.040,74.934,74.925,74.963,74.944,74.886,74.886,74.779,74.673,74.673,74.634,74.547
,74.818,74.818,74.818,74.818,74.925,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.876,74.770,74.760,74.702,74.547,74.382,74.372,74.314
,74.731,74.770,74.770,74.770,74.818,74.857,74.857,74.857,74.750,74.789,74.721,74.760,74.799,74.731,74.760,74.789,74.712,74.741,74.770,74.692,74.595,74.576,74.479,74.431,74.169,74.003,73.906,73.809
,74.450,74.634,74.566,74.605,74.692,74.663,74.595,74.595,74.586,74.625,74.508,74.479,74.518,74.402,74.256,74.295,74.343,74.305,74.237,74.032,73.974,73.877,73.925,73.935,73.721,73.184,72.527,71.896
,73.614,74.003,74.266,74.363,74.343,74.237,74.188,74.120,74.052,73.984,73.828,73.760,73.692,73.457,73.301,73.311,73.115,72.821,72.399,71.867,71.432,71.382,71.827,71.965,71.718,69.928,67.270,65.120,

Frame 8,61.591,63.336,65.068,66.902,68.388,69.758,71.015,71.936,72.635,73.115,73.584,73.935,74.062,74.285,74.489,74.615,74.692,74.692,74.799,74.799,74.789,74.857,74.712,74.634,74.702,74.712,74.557,74.450
,71.936,72.487,73.027,73.448,73.750,73.935,74.110,74.334,74.479,74.518,74.654,74.721,74.721,74.818,74.808,74.905,74.915,74.915,74.925,74.876,74.867,74.876,74.828,74.789,74.799,74.857,74.683,74.663
,74.305,74.343,74.479,74.547,74.644,74.625,74.721,74.818,74.779,74.779,74.837,74.847,74.847,74.857,74.992,75.002,75.060,75.011,74.963,74.963,74.963,74.963,74.963,74.896,74.896,74.905,74.847,74.683
,74.702,74.731,74.828,74.818,74.818,74.799,74.857,74.857,74.857,74.857,74.963,74.915,74.973,74.973,74.992,75.031,75.050,75.050,74.963,74.963,74.963,74.963,74.963,74.896,74.896,75.108,75.031,74.634
,74.750,74.857,74.847,74.847,74.847,74.847,74.847,74.847,74.847,74.954,74.954,74.944,74.954,74.954,74.954,75.031,75.031,75.031,74.963,74.963,74.963,74.857,74.847,74.857,74.779,74.963,74.876,74.605
,74.818,74.857,74.857,74.857,74.857,74.857,74.857,74.857,74.857,74.954,74.954,74.954,74.954,74.954,74.954,75.031,75.031,75.031,74.963,74.963,74.963,74.857,74.857,74.750,74.741,74.663,74.595,74.595
,74.828,74.828,74.934,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.789,74.789,74.750,74.595,74.421,74.421,74.314
,74.779,74.712,74.741,74.770,74.799,74.828,74.857,74.857,74.750,74.779,74.808,74.837,74.760,74.789,74.712,74.741,74.770,74.799,74.721,74.634,74.634,74.518,74.537,74.431,74.227,73.955,73.925,73.721
,74.508,74.508,74.566,74.625,74.683,74.634,74.586,74.576,74.576,74.634,74.586,74.499,74.431,74.324,74.256,74.343,74.324,74.217,74.217,74.042,73.906,73.945,73.935,73.935,73.731,73.233,72.556,71.817
,73.604,74.081,74.256,74.334,74.411,74.314,74.159,74.110,74.101,73.994,73.955,73.857,73.760,73.448,73.311,73.291,73.105,72.772,72.369,71.817,71.362,71.461,71.857,71.985,71.709,70.018,67.311,65.110,

Frame 9,61.612,63.378,65.131,66.871,68.378,69.878,70.935,71.877,72.595,73.203,73.584,73.955,74.101,74.343,74.460,74.586,74.721,74.760,74.789,74.779,74.876,74.828,74.760,74.673,74.741,74.702,74.547,74.479
,71.936,72.409,72.978,73.428,73.760,73.867,74.178,74.246,74.372,74.499,74.615,74.760,74.741,74.828,74.915,74.896,74.896,74.867,74.944,74.837,74.876,74.886,74.905,74.847,74.847,74.760,74.692,74.615
,74.275,74.295,74.518,74.528,74.673,74.702,74.789,74.770,74.750,74.731,74.896,74.896,74.886,74.954,74.954,75.002,74.973,74.954,74.954,74.963,74.934,74.905,74.867,74.857,74.925,74.925,74.847,74.654
,74.673,74.779,74.828,74.828,74.818,74.818,74.808,74.808,74.857,74.944,74.934,74.934,74.934,74.934,75.040,75.002,75.002,75.002,75.002,74.896,74.934,74.934,74.934,74.934,74.934,75.040,75.060,74.644
,74.750,74.779,74.886,74.857,74.857,74.857,74.857,74.857,74.857,74.944,75.050,75.021,74.992,75.002,75.040,75.040,75.040,75.040,75.040,75.002,74.973,74.973,74.867,74.789,74.731,74.857,74.905,74.712
,74.789,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.944,74.973,74.973,74.973,74.973,75.040,75.040,74.934,74.963,74.992,74.886,74.876,74.808,74.731,74.721,74.615,74.654,74.595
,74.867,74.915,74.915,74.915,74.915,74.915,74.915,74.915,74.808,74.837,74.915,74.915,74.915,74.915,74.915,74.915,74.915,74.915,74.915,74.915,74.915,74.808,74.750,74.712,74.576,74.450,74.479,74.314
,74.779,74.750,74.779,74.808,74.837,74.867,74.867,74.867,74.808,74.760,74.760,74.789,74.818,74.741,74.770,74.799,74.721,74.750,74.779,74.702,74.595,74.518,74.499,74.382,74.305,73.964,73.886,73.809
,74.450,74.576,74.528,74.576,74.731,74.683,74.595,74.595,74.586,74.605,74.518,74.460,74.489,74.334,74.275,74.305,74.256,74.305,74.120,74.042,73.964,73.916,74.013,73.935,73.721,73.252,72.527,71.857
,73.594,74.110,74.237,74.334,74.402,74.285,74.227,74.139,74.052,73.955,73.857,73.799,73.711,73.399,73.252,73.252,73.115,72.782,72.310,71.827,71.461,71.392,71.847,71.896,71.718,70.058,67.260,65.079,

Frame 10,61.569,63.325,65.068,66.800,68.408,69.788,70.945,71.985,72.694,73.184,73.662,73.916,74.052,74.285,74.489,74.615,74.625,74.702,74.818,74.828,74.837,74.770,74.692,74.702,74.721,74.692,74.644,74.547
,71.896,72.468,72.919,73.360,73.789,73.886,74.188,74.275,74.392,74.508,74.595,74.702,74.818,74.828,74.837,74.876,74.876,74.944,74.944,74.905,74.963,74.867,74.886,74.847,74.808,74.847,74.750,74.625
,74.305,74.314,74.528,74.634,74.721,74.712,74.818,74.818,74.712,74.818,74.886,74.954,74.954,74.915,74.983,75.050,75.050,75.050,75.011,74.973,74.992,74.905,74.905,74.905,74.905,74.954,74.837,74.586
,74.799,74.731,74.837,74.789,74.905,74.905,74.808,74.886,74.905,74.857,74.896,74.934,74.934,74.934,75.040,75.060,75.060,75.060,75.060,74.973,74.963,74.925,74.925,74.925,74.925,75.031,74.992,74.654
,74.770,74.886,74.896,74.867,74.808,74.896,74.867,74.896,74.896,74.896,75.002,74.954,74.954,74.954,74.954,75.060,75.060,75.060,75.060,74.973,74.973,74.973,74.867,74.808,74.750,74.857,74.867,74.721
,74.837,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,74.896,75.002,75.002,75.002,75.002,75.002,75.002,75.002,75.002,75.002,75.002,74.896,74.896,74.799,74.731,74.731,74.595,74.605,74.537
,74.886,74.973,74.934,74.828,74.867,74.867,74.867,74.867,74.867,74.867,74.867,74.867,74.867,74.867,74.867,74.896,74.934,74.867,74.905,74.915,74.896,74.847,74.799,74.760,74.712,74.518,74.431,74.324
,74.760,74.847,74.741,74.847,74.847,74.847,74.741,74.770,74.799,74.828,74.721,74.750,74.779,74.808,74.731,74.789,74.721,74.721,74.683,74.615,74.634,74.547,74.460,74.392,74.256,74.052,73.945,73.731
,74.450,74.625,74.518,74.644,74.663,74.663,74.654,74.595,74.644,74.566,74.557,74.499,74.440,74.431,74.295,74.353,74.314,74.246,74.101,73.955,73.935,73.935,73.945,73.955,73.750,73.223,72.576,71.837
,73.506,74.042,74.227,74.372,74.305,74.237,74.198,74.159,74.062,74.023,73.984,73.760,73.721,73.467,73.242,73.242,73.086,72.753,72.310,71.847,71.432,71.451,71.807,71.985,71.738,69.968,67.321,65.182,

Frame 11,61.537,63.294,65.037,66.769,68.378,69.758,70.916,71.847,72.664,73.154,73.633,73.886,74.130,74.256,74.479,74.625,74.654,74.760,74.760,74.770,74.886,74.818,74.750,74.712,74.634,74.615,74.625,74.537
,71.867,72.428,72.978,73.301,73.721,73.916,74.101,74.314,74.353,74.489,74.634,74.731,74.741,74.857,74.867,74.934,74.925,74.934,75.011,75.002,74.905,74.925,74.857,74.876,74.799,74.750,74.702,74.615
