Parameters:,Emissivity:,1.00 
,Refl. temp.:,5.0 °C
,Distance:,0.0 m
,Atmospheric temp.:,20.0 °C
,Ext. optics temp.:,20.0 °C
,Ext. optics trans.:,1.0 
,Relative humidity:,0.0 %
,
Bx1

Parameters:,Emissivity:,1.00 
,Refl. temp.:,5.0 °C
,Distance:,0.0 m
,
,220.260,220.072,220.072,220.401,220.291,220.322,220.307,220.244,220.119,220.526,220.698,220.541,220.494,220.307,220.119,219.978,219.727,219.414,218.927,218.628,218.172
,219.272,219.398,219.476,219.429,218.943,218.628,218.581,218.518,218.219,217.872,217.573,217.004,216.324,215.610,214.895,213.636,211.939,210.006,208.045,207.329,207.655,

Frame 5,192.211,197.241,201.755,206.202,209.537,212.211,214.242,215.849,217.241,218.439,219.602,220.150,220.682,221.291,221.650,222.055,221.930,221.930,221.883,221.774,221.338
,214.657,215.769,216.656,217.320,217.762,218.597,219.005,219.539,219.915,220.494,221.275,221.650,222.023,222.241,222.397,222.443,222.645,222.568,222.614,222.397,221.852
,218.691,218.848,218.990,219.382,219.445,219.837,220.041,220.275,220.682,221.151,221.712,222.023,222.537,222.692,222.723,222.723,222.754,222.801,222.894,222.785,222.039
,219.680,219.837,219.790,219.884,220.088,220.244,220.557,220.713,221.229,221.650,221.837,222.257,222.459,222.785,222.785,222.987,222.925,222.863,222.816,222.723,222.257
,219.837,219.884,220.088,220.088,220.244,220.401,220.510,220.932,221.556,221.805,222.195,222.412,222.614,222.832,222.910,223.034,223.034,223.034,223.034,222.521,222.303
,220.322,220.338,220.354,220.369,220.338,220.604,220.760,221.135,221.463,221.914,222.148,222.583,222.770,222.847,222.972,223.003,223.003,223.003,222.801,222.412,221.899
,220.338,220.338,220.338,220.541,220.541,220.745,220.901,221.073,221.197,221.665,222.117,222.350,222.568,222.583,222.739,223.018,222.816,222.583,222.443,222.163,221.556
,220.338,220.338,220.338,220.541,220.620,220.557,220.526,220.713,221.057,221.541,221.603,221.712,221.992,221.914,222.148,222.241,222.055,221.665,221.260,221.041,220.620
,220.338,220.135,220.056,220.260,220.401,220.056,220.182,220.385,220.338,220.275,220.448,220.448,220.369,220.182,219.962,219.774,219.633,219.288,218.927,218.770,218.298
,219.131,219.241,219.131,219.210,218.943,218.754,218.534,218.471,218.314,217.936,217.431,216.862,216.372,215.595,214.800,213.317,212.019,209.860,207.882,207.150,207.394,

Frame 6,192.040,197.291,201.805,206.252,209.375,212.051,214.290,215.896,217.273,218.408,219.272,219.931,220.776,221.400,221.650,221.977,221.837,221.961,222.008,221.696,221.322
,214.577,215.579,216.356,217.115,217.652,218.377,219.084,219.476,219.931,220.588,221.244,221.696,222.148,222.179,222.366,222.568,222.583,222.475,222.366,222.195,221.961
,218.581,218.817,219.037,219.257,219.461,219.665,220.088,220.260,220.479,221.073,221.556,222.008,222.350,222.552,222.677,222.894,222.785,222.832,222.677,222.257,221.992
,219.680,219.868,219.853,219.837,220.025,220.213,220.604,220.994,221.213,221.634,221.821,222.303,222.661,222.770,222.878,222.910,222.832,222.972,222.785,222.739,222.241
,219.900,219.931,220.135,220.135,220.275,220.416,220.745,221.135,221.353,221.774,222.163,222.459,222.614,222.723,222.987,222.910,222.894,222.878,222.832,222.521,222.506
,220.275,220.307,220.338,220.369,220.291,220.620,220.870,221.260,221.478,221.899,222.288,222.583,222.739,222.863,222.816,222.878,222.878,222.878,222.878,222.521,222.210
,220.322,220.322,220.322,220.526,220.651,220.791,220.807,220.994,221.229,221.665,222.070,222.381,222.552,222.723,222.770,222.770,222.770,222.475,222.475,222.132,221.525
,220.401,220.401,220.401,220.526,220.635,220.713,220.807,220.776,221.026,221.478,221.494,221.681,222.132,222.132,222.257,222.132,221.899,221.416,221.166,220.916,220.448
,220.275,220.135,220.056,220.369,220.291,220.229,220.166,220.291,220.338,220.291,220.432,220.494,220.229,220.354,220.025,219.821,219.618,219.414,218.801,218.581,218.156
,219.084,218.990,219.100,219.084,218.738,218.518,218.455,218.392,218.219,217.746,217.289,216.910,216.245,215.706,214.657,213.460,211.826,209.731,207.785,206.954,207.378,

Frame 7,192.160,197.021,201.738,206.186,209.521,211.987,214.227,216.039,217.210,218.392,219.335,220.072,220.588,221.447,221.681,221.821,221.914,221.914,221.977,221.790,221.369
,214.625,215.737,216.419,217.289,217.731,218.361,219.178,219.633,220.056,220.479,221.307,221.728,221.946,222.350,222.350,222.443,222.381,222.506,222.335,222.086,222.008
,218.707,218.927,218.927,219.272,219.523,219.712,220.135,220.322,220.713,221.151,221.728,222.039,222.350,222.552,222.677,222.801,222.723,222.894,222.692,222.397,221.977
,219.743,219.837,219.868,219.868,220.056,220.244,220.635,220.745,221.057,221.572,221.868,222.350,222.661,222.785,222.910,222.910,223.018,222.987,222.770,222.459,222.023
,219.947,220.088,220.025,220.213,220.322,220.432,220.745,221.057,221.275,221.883,222.195,222.475,222.583,222.739,223.034,223.018,223.034,223.142,222.910,222.583,222.132
,220.369,220.385,220.338,220.448,220.354,220.463,220.776,221.088,221.447,221.977,222.226,222.506,222.614,222.770,222.987,222.987,222.987,222.987,222.785,222.272,222.023
,220.322,220.322,220.322,220.448,220.635,220.745,220.682,221.010,221.369,221.650,222.148,222.241,222.397,222.599,222.863,222.723,222.583,222.568,222.163,222.148,221.712
,220.338,220.338,220.541,220.635,220.526,220.666,220.760,220.823,221.229,221.353,221.478,221.743,222.132,222.179,222.195,222.195,222.101,221.478,221.182,221.166,220.698
,220.322,220.401,220.275,220.338,220.354,220.322,220.275,220.260,220.322,220.307,220.494,220.416,220.510,220.307,220.072,219.821,219.806,219.461,218.848,218.770,218.314
,218.974,219.241,219.131,219.053,218.927,218.770,218.723,218.471,218.282,217.936,217.399,216.941,216.340,215.753,214.736,213.524,211.923,209.812,207.964,207.166,207.345,

Frame 8,192.125,196.887,201.622,206.072,209.408,212.083,214.322,215.928,217.099,218.329,219.272,220.213,220.729,221.431,221.790,221.946,221.977,221.837,221.868,221.821,221.322
,214.864,215.737,216.593,217.226,217.636,218.439,219.225,219.586,220.150,220.713,221.275,221.634,221.914,222.195,222.350,222.661,222.599,222.428,222.366,222.210,221.883
,218.738,218.880,219.021,219.382,219.398,219.727,220.213,220.463,220.948,221.431,221.712,222.008,222.303,222.614,222.723,222.925,222.754,222.956,222.614,222.397,222.210
,219.633,219.790,219.743,219.853,220.056,220.213,220.729,220.885,221.275,221.556,222.039,222.366,222.708,222.847,222.987,222.801,222.941,222.972,222.816,222.568,222.148
,219.915,220.135,220.103,220.213,220.322,220.307,220.698,220.870,221.478,221.868,222.148,222.475,222.614,222.972,223.189,223.018,223.034,222.941,222.987,222.692,222.023
,220.338,220.369,220.369,220.275,220.244,220.338,220.698,221.104,221.416,222.008,222.257,222.583,222.723,222.878,222.972,222.941,222.941,223.142,222.832,222.692,221.868
,220.385,220.385,220.385,220.385,220.385,220.588,220.823,221.026,221.166,221.743,222.070,222.272,222.475,222.645,222.801,222.863,222.770,222.723,222.412,222.179,221.634
,220.401,220.401,220.401,220.604,220.604,220.729,220.745,220.745,221.135,221.260,221.447,221.774,222.039,222.070,222.272,222.210,222.086,221.618,221.213,221.182,220.713
,220.182,220.229,220.338,220.291,220.401,220.307,220.166,220.260,220.307,220.354,220.463,220.510,220.432,220.354,220.135,220.056,219.727,219.398,218.738,218.660,218.439
,218.990,219.147,219.100,219.005,218.943,218.660,218.613,218.518,218.377,217.904,217.573,217.226,216.403,215.706,214.832,213.828,211.858,210.006,207.931,207.313,207.541,

Frame 9,192.331,197.139,201.655,206.104,209.650,212.115,214.354,215.960,217.147,218.266,219.367,220.041,220.698,221.385,221.774,221.883,221.883,221.774,221.650,221.556,221.494
,214.879,215.722,216.546,217.352,217.936,218.502,219.053,219.586,220.197,220.604,221.197,221.790,222.179,222.475,222.490,222.599,222.490,222.645,222.428,222.272,221.946
,218.770,218.943,219.115,219.272,219.633,219.790,220.072,220.354,221.041,221.291,221.774,222.086,222.692,222.801,222.583,222.894,222.785,222.956,222.692,222.490,222.319
,219.571,219.743,219.712,219.868,220.025,220.150,220.682,220.932,221.104,221.696,222.117,222.303,222.785,222.894,222.972,222.941,222.941,222.925,222.692,222.692,222.272
,219.994,220.009,219.978,220.119,220.260,220.244,220.651,220.885,221.322,221.774,222.303,222.645,222.739,223.189,223.127,223.034,223.034,223.034,223.034,222.692,222.272
,220.150,220.307,220.275,220.416,220.448,220.635,220.791,221.026,221.463,221.961,222.381,222.785,223.003,223.018,222.863,222.910,222.956,222.956,222.956,222.692,222.023
,220.244,220.260,220.322,220.369,220.463,220.620,220.760,220.776,221.260,221.805,222.272,222.521,222.770,222.956,222.708,222.801,222.692,222.739,222.521,222.319,221.525
,220.401,220.401,220.401,220.401,220.604,220.729,220.760,220.651,221.010,221.556,221.696,221.852,222.195,222.163,222.086,221.992,221.914,221.556,221.166,221.104,220.791
,220.401,220.197,220.275,220.197,220.260,220.213,220.244,220.244,220.275,220.260,220.510,220.573,220.338,220.307,220.072,219.837,219.790,219.131,218.754,218.707,218.314
,219.163,219.288,219.210,219.053,218.958,218.785,218.644,218.613,218.203,217.967,217.478,217.083,216.292,215.610,214.943,213.796,211.762,209.925,207.899,206.921,207.492,

Frame 10,192.142,197.173,201.688,206.137,209.472,212.147,214.179,215.991,217.178,218.408,219.367,219.900,220.620,221.369,221.774,221.852,221.899,221.774,221.805,221.634,221.447
,214.768,215.674,216.562,217.431,217.872,218.502,219.115,219.649,220.260,220.666,221.260,221.650,222.039,222.257,222.350,222.521,222.568,222.583,222.428,222.148,221.899
,218.691,218.864,218.817,219.288,219.523,219.884,220.025,220.369,220.994,221.369,221.790,222.195,222.599,222.692,222.677,222.708,222.816,222.708,222.490,222.397,222.086
,219.665,219.743,219.680,219.900,219.915,220.229,220.541,220.916,221.213,221.494,222.117,222.319,222.816,222.739,222.941,222.941,222.941,222.956,222.910,222.910,222.101
,219.743,219.743,219.947,220.182,220.213,220.182,220.510,220.901,221.416,221.914,222.412,222.568,222.847,222.832,223.080,223.003,223.003,223.003,223.003,222.801,222.397
,220.260,220.041,220.166,220.401,220.338,220.541,220.666,220.932,221.556,222.241,222.350,222.723,222.878,222.925,222.832,222.894,222.956,222.956,222.754,222.614,222.163
,220.291,220.385,220.307,220.432,220.463,220.666,220.791,220.963,221.572,221.977,222.132,222.552,222.739,222.863,222.863,222.863,222.661,222.630,222.303,221.977,221.556
,220.244,220.385,220.385,220.588,220.620,220.588,220.729,220.963,221.322,221.369,221.618,221.728,221.992,222.179,222.210,222.023,221.961,221.572,221.166,220.963,220.745
,220.135,220.307,220.166,220.401,220.291,220.213,220.182,220.291,220.291,220.291,220.620,220.604,220.338,220.229,220.213,220.056,219.602,218.974,218.738,218.502,218.282
,219.100,219.068,219.005,219.021,218.958,218.565,218.471,218.471,218.251,217.951,217.557,217.099,216.245,215.468,214.784,213.588,211.698,209.957,207.882,207.052,207.443,

Frame 11,192.074,197.106,201.622,206.284,209.618,212.083,214.322,215.928,217.115,218.424,219.351,220.072,220.776,221.572,221.774,221.883,221.914,221.883,221.774,221.743,221.447
,214.752,215.642,216.514,217.368,217.794,218.408,219.005,219.523,220.135,220.745,221.353,221.556,221.946,222.366,222.397,222.552,222.443,222.490,222.257,222.101,221.977
,218.550,218.754,218.943,219.053,219.523,219.900,220.072,220.416,220.963,221.307,221.774,222.070,222.708,222.863,222.878,222.863,222.925,222.801,222.490,222.257,222.257
,219.665,219.492,219.523,219.759,219.994,220.307,220.620,220.838,221.088,221.634,222.101,222.303,222.832,223.065,222.987,223.096,223.158,222.987,222.832,222.583,222.257
,220.041,219.868,219.900,220.041,220.385,220.322,220.416,220.870,221.385,221.946,222.241,222.506,222.739,222.941,223.080,223.065,223.049,223.049,223.096,222.614,222.288
,219.994,220.119,220.354,220.307,220.416,220.416,220.620,221.073,221.728,222.070,222.381,222.645,222.878,223.080,222.910,222.972,222.972,222.972,222.894,222.475,221.743
,220.291,220.432,220.463,220.448,220.479,220.557,220.760,221.073,221.494,221.852,222.179,222.459,222.708,222.723,222.894,222.692,222.552,222.412,222.179,221.946,221.541
,220.416,220.448,220.448,220.448,220.448,220.557,220.557,220.885,221.119,221.291,221.525,221.914,222.070,222.210,222.210,222.210,221.883,221.275,221.057,221.041,220.604
,220.197,220.307,220.182,220.244,220.182,220.291,220.229,220.166,220.119,220.416,220.573,220.666,220.322,220.322,220.056,219.994,219.523,219.210,219.037,218.565,218.093
,219.115,219.241,219.100,219.021,218.943,218.943,218.785,218.518,218.408,218.014,217.620,217.036,216.039,215.547,214.943,213.604,211.633,209.634,207.817,207.035,207.296,

Frame 12,192.005,197.021,201.539,206.202,209.537,212.003,214.242,215.849,217.036,218.345,219.398,220.041,220.666,221.478,221.852,221.914,221.930,221.759,221.650,221.665,221.509
,214.736,215.737,216.514,217.478,217.809,218.329,219.037,219.602,220.025,220.651,221.275,221.494,221.914,222.366,222.272,222.412,222.506,222.614,222.614,222.086,221.852
,218.754,218.770,218.974,219.241,219.696,219.884,220.056,220.510,220.713,221.244,221.728,222.210,222.630,222.739,222.630,222.832,222.816,223.018,222.878,222.366,222.070
,219.696,219.649,219.665,219.884,220.103,220.229,220.557,220.901,221.088,221.587,222.070,222.350,222.770,222.972,222.894,222.894,223.158,222.956,222.832,222.630,222.257
,220.088,220.166,220.119,220.260,220.401,220.338,220.494,220.838,221.431,221.914,222.210,222.288,222.708,222.878,223.080,223.111,223.173,222.972,223.049,222.583,222.257
,220.291,220.229,220.244,220.369,220.401,220.604,220.713,221.197,221.759,222.023,222.210,222.350,222.723,223.096,222.894,222.987,223.018,223.173,222.847,222.475,221.946
,220.338,220.338,220.338,220.541,220.557,220.479,220.651,221.213,221.696,222.008,222.241,222.397,222.568,222.708,222.708,222.677,222.630,222.552,222.335,221.899,221.478
,220.479,220.479,220.479,220.479,220.479,220.682,220.666,220.963,221.307,221.478,221.805,222.008,222.023,222.055,222.117,222.179,222.039,221.883,221.463,221.041,220.604
,220.119,220.369,220.229,220.275,220.401,220.135,220.072,220.260,220.088,220.541,220.948,220.651,220.526,220.322,220.135,219.884,219.696,219.508,218.911,218.502,218.251
,218.974,219.476,219.382,219.367,218.927,218.896,218.817,218.424,218.329,218.046,217.731,216.910,216.070,215.420,214.943,213.636,211.698,209.780,207.752,207.035,207.361,

Frame 13,191.954,196.988,201.722,206.170,209.505,212.179,214.418,216.023,217.194,218.550,219.492,220.009,220.713,221.463,221.852,222.023,221.883,221.868,221.728,221.712,221.572
,214.657,215.753,216.641,217.510,217.951,218.377,219.194,219.680,220.072,220.463,221.057,221.650,222.039,222.241,222.412,222.475,222.490,222.335,222.366,222.210,221.790
,218.738,218.911,219.068,219.445,219.696,219.900,220.275,220.448,220.823,221.073,221.603,222.055,222.537,222.832,222.785,222.723,222.832,222.832,222.754,222.521,222.272
,219.602,219.555,219.712,220.072,220.229,220.385,220.510,220.838,221.166,221.369,221.899,222.381,222.863,222.863,222.863,222.863,223.065,223.003,222.801,222.754,222.241
,220.182,220.244,220.197,220.119,220.244,220.401,220.526,221.057,221.494,221.696,221.992,222.614,222.677,222.956,222.956,222.956,223.266,223.096,222.925,222.723,222.086
,220.260,220.260,220.463,220.385,220.291,220.620,220.823,221.369,221.805,222.117,222.521,222.754,222.754,222.925,222.925,222.925,223.065,223.142,222.754,222.521,221.977
,220.416,220.432,220.479,220.682,220.604,220.760,220.854,221.119,221.603,221.759,222.210,222.459,222.568,222.754,222.630,222.739,222.692,222.552,222.179,222.101,221.665
,220.244,220.322,220.494,220.432,220.557,220.651,220.666,220.963,221.275,221.463,221.743,222.008,222.132,222.117,222.039,221.992,221.852,221.868,221.353,221.010,220.573
,220.229,220.369,220.229,220.150,220.275,220.244,220.166,220.244,220.213,220.448,220.776,220.682,220.448,220.229,219.994,219.947,219.774,219.367,218.990,218.550,218.329
,219.053,219.210,219.320,219.257,219.005,218.817,218.613,218.455,218.361,217.841,217.620,216.957,216.292,215.626,214.625,213.652,212.019,209.941,208.045,207.182,207.589,

Frame 14,191.816,197.021,201.738,206.186,209.521,211.987,214.434,215.833,217.004,218.392,219.367,220.119,220.651,221.338,221.946,221.946,221.914,221.914,221.681,221.572,221.244
,214.768,215.658,216.736,217.589,217.809,218.424,219.100,219.680,220.056,220.635,221.213,221.790,221.961,222.335,222.521,222.692,222.630,222.537,222.350,222.086,221.603
,218.644,218.801,219.147,219.304,219.508,219.649,220.056,220.448,220.604,221.041,221.743,221.977,222.490,222.708,222.816,222.832,222.878,222.894,222.863,222.459,221.728
,219.649,219.665,219.884,219.900,219.915,220.244,220.463,220.791,221.135,221.478,221.821,222.443,222.770,222.910,222.925,222.847,223.049,223.173,222.863,222.801,222.226
,220.119,220.135,220.166,220.307,220.322,220.463,220.604,220.932,221.478,221.821,222.210,222.708,222.723,222.816,222.925,222.910,223.065,223.080,223.111,222.863,222.319
,220.307,220.260,220.275,220.307,220.573,220.698,220.823,221.338,221.556,222.039,222.335,222.708,222.708,222.816,222.863,222.910,223.003,223.003,222.708,222.506,222.039
,220.291,220.291,220.494,220.510,220.682,220.807,220.838,221.104,221.572,221.883,222.023,222.195,222.490,222.801,222.599,222.506,222.459,222.506,222.195,221.946,221.696
,220.275,220.479,220.526,220.588,220.698,220.760,220.651,220.963,221.275,221.431,221.821,221.837,221.977,222.086,222.008,221.634,221.852,221.743,221.291,221.041,220.635
,220.213,220.369,220.275,220.229,220.354,220.197,220.103,220.135,220.166,220.432,220.666,220.588,220.432,220.260,220.009,220.009,219.759,219.367,218.974,218.785,218.172
,219.100,219.304,219.084,219.194,219.115,218.848,218.628,218.471,218.377,217.920,217.478,217.020,216.213,215.595,214.752,213.668,211.810,209.715,207.801,207.215,207.557,

Frame 15,192.040,197.072,201.805,206.252,209.586,212.051,214.290,215.690,216.878,218.424,219.492,220.135,220.760,221.229,221.852,221.930,221.946,221.977,221.790,221.603,221.213
,214.704,215.706,216.688,217.447,217.778,218.298,219.163,219.382,219.947,220.682,221.088,221.478,221.930,222.335,222.475,222.630,222.583,222.614,222.475,222.350,221.556
,218.581,218.785,219.194,219.272,219.492,219.696,220.166,220.385,220.713,221.182,221.478,221.774,222.241,222.645,222.770,222.801,222.878,222.987,223.018,222.521,221.899
,219.586,219.790,219.853,219.821,220.025,220.229,220.635,220.963,221.166,221.307,222.008,222.412,222.614,222.770,222.801,223.003,222.987,223.018,222.956,222.894,222.257
,220.056,220.103,220.229,220.197,220.322,220.448,220.557,220.901,221.322,221.525,221.946,222.583,222.739,222.816,222.910,223.049,223.049,223.049,223.049,222.894,222.303
,220.275,220.291,220.322,220.369,220.479,220.588,220.901,221.213,221.431,222.039,222.272,222.506,222.630,222.785,222.956,223.018,222.816,222.894,222.878,222.677,222.179
,220.432,220.369,220.369,220.573,220.494,220.620,220.932,221.244,221.478,221.821,222.086,222.350,222.506,222.692,222.630,222.878,222.583,222.521,222.101,221.883,221.463
,220.275,220.322,220.385,220.322,220.416,220.573,220.510,220.854,221.322,221.509,221.805,221.899,222.086,222.288,222.179,221.992,221.883,221.712,221.291,220.870,220.416
,220.322,220.322,220.119,220.182,220.166,220.119,220.009,219.978,220.182,220.698,220.807,220.666,220.573,220.541,220.338,219.931,219.727,219.320,218.911,218.707,218.062
,219.194,219.210,219.115,219.005,218.833,218.848,218.550,218.439,218.298,217.825,217.494,217.052,216.181,215.531,214.673,213.588,211.858,209.683,207.899,207.117,207.508,

Frame 16,191.919,197.173,201.688,206.137,209.683,212.356,214.179,215.785,217.178,218.377,219.304,220.213,220.698,221.291,221.743,222.008,222.023,221.961,221.883,221.899,221.494
,214.545,215.579,216.593,217.399,218.188,218.754,219.100,219.508,220.166,220.620,221.275,221.541,221.914,222.288,222.459,222.552,222.506,222.583,222.459,222.335,221.650
,218.439,218.691,219.131,219.367,219.602,219.790,219.962,220.354,220.948,221.338,221.728,222.008,222.288,222.568,222.568,222.910,222.801,222.692,222.708,222.537,221.899
,219.555,219.712,219.868,220.025,219.978,220.291,220.620,221.010,221.182,221.665,222.070,222.412,222.552,222.583,222.847,223.111,222.972,222.847,222.925,222.708,222.117
,219.962,220.088,220.213,220.244,220.213,220.416,220.745,221.135,221.307,221.587,221.977,222.506,222.708,222.925,223.049,223.297,223.111,222.972,222.863,222.832,222.288
,220.291,220.197,220.260,220.260,220.463,220.573,220.854,221.244,221.618,221.930,222.319,222.412,222.785,222.894,222.987,222.925,223.003,222.863,222.614,222.552,221.977
,220.260,220.260,220.260,220.463,220.776,220.682,220.760,221.151,221.525,221.837,221.977,222.366,222.537,222.847,222.847,222.847,222.599,222.506,222.070,221.930,221.556
